,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
1606,4.58,0.97,1.0,-0.03,-23.75,-14.16,8.13,-15.27,1035.79,-14.02,0.14,0.94,0.6,0.64,0.64,31.77,97.5,37.5,49.0,48.0,-17.5,895.22,-31.03,-19.54,-12.13,-8.24,-7.01,8.2,0.0,26.5,13.4,2.6,-0.1,0.1,-17.5
1607,5.28,1.2,1.2,-0.47,-23.17,-15.39,2.19,-15.38,1035.12,-14.17,0.08,0.94,0.68,0.64,0.64,19.0,94.0,42.5,46.5,46.0,-18.55,894.84,-31.07,-19.04,-12.11,-7.81,-6.57,2.27,0.0,29.1,14.3,3.5,0.5,0.7,-18.7
1608,5.18,0.71,0.7,-0.57,-21.65,-15.67,0.0,-16.14,1035.74,-15.36,0.27,0.81,0.74,0.7,0.69,66.5,70.92,46.5,54.5,53.5,-17.71,895.29,-31.32,-17.82,-12.14,-8.15,-6.87,0.0,0.0,37.1,15.1,3.1,0.7,0.8,-18.2
1609,7.88,1.64,1.6,1.78,-20.76,-9.45,1.88,-15.67,1035.18,-9.59,0.31,0.76,0.7,0.69,0.69,74.26,69.64,42.5,33.5,33.5,-7.02,896.06,-31.29,-18.27,-11.62,-7.01,-5.59,1.88,0.0,34.5,14.3,2.7,1.4,1.5,-12.3
1610,9.27,2.28,2.3,1.37,-20.79,-8.53,0.0,-9.44,1031.32,-8.3,0.09,0.53,0.75,0.74,0.74,20.9,46.32,37.0,30.5,29.95,-6.5,893.72,-30.98,-17.88,-9.97,-5.35,-3.91,0.0,0.0,31.6,16.0,4.0,2.1,2.2,-9.6
1611,8.45,1.72,1.7,-0.5,-20.5,-12.73,0.0,-12.56,1031.96,-8.53,0.09,0.51,0.84,0.74,0.74,21.27,49.0,41.0,38.5,38.73,-15.46,893.84,-30.91,-19.04,-10.18,-5.72,-4.37,0.0,0.0,33.4,14.6,4.0,1.2,1.1,-14.1
1612,6.22,0.89,0.9,-1.42,-20.03,-15.04,0.0,-14.93,1034.0,-12.69,0.04,0.71,0.79,0.82,0.82,9.77,82.19,45.32,62.16,61.79,-16.6,894.72,-31.2,-20.63,-11.02,-6.17,-4.85,0.0,0.05,33.8,12.7,0.8,0.0,-0.1,-14.3
1613,7.04,1.62,1.6,-2.66,-21.04,-16.23,3.2,-16.32,1035.88,-15.04,0.04,0.75,0.85,0.92,0.92,12.63,100.06,54.39,70.69,70.68,-16.84,895.76,-33.23,-22.47,-12.33,-7.56,-6.21,4.14,0.05,30.3,8.2,-0.4,0.2,0.3,-13.5
1614,12.25,3.06,3.1,-3.71,-29.02,-18.57,3.2,-18.52,1038.74,-16.22,0.07,0.66,0.54,0.47,0.47,24.57,100.02,42.33,43.07,42.47,-18.71,896.44,-35.27,-24.12,-14.19,-11.9,-10.54,3.52,0.05,22.7,8.6,4.1,1.3,1.7,-12.5
1615,14.48,3.35,3.3,-4.39,-33.36,-21.05,0.0,-20.91,1039.64,-18.57,0.09,0.3,0.26,0.3,0.3,45.92,43.98,28.38,32.13,32.09,-21.19,896.14,-38.07,-23.04,-17.98,-14.73,-13.37,0.0,0.06,11.7,9.9,5.6,2.1,2.5,-11.3
1616,17.73,3.52,3.5,-5.39,-33.37,-22.44,0.0,-22.69,1042.64,-21.06,0.11,0.09,0.26,0.27,0.26,57.43,11.9,37.5,35.0,35.0,-22.37,897.47,-38.13,-21.69,-20.86,-17.19,-15.85,0.0,0.06,10.3,8.4,4.4,1.5,1.9,-10.2
1617,17.37,2.99,3.0,-4.33,-32.86,-17.34,0.0,-22.42,1041.88,-17.55,0.06,0.12,0.28,0.28,0.27,29.02,13.81,30.42,23.41,23.75,-15.17,898.42,-37.72,-20.93,-18.37,-13.85,-12.5,0.0,0.06,13.6,6.1,3.8,2.6,2.9,-5.7
1618,15.81,3.42,3.4,-4.17,-32.36,-14.52,0.0,-17.34,1037.54,-14.52,0.09,0.36,0.28,0.27,0.28,31.0,44.04,22.33,17.43,16.97,-12.76,896.48,-35.12,-21.16,-14.95,-10.22,-8.86,0.0,0.06,11.6,7.8,5.0,3.1,3.3,-3.2
1619,15.22,3.39,3.4,-3.1,-27.08,-16.5,0.0,-16.43,1038.3,-14.5,0.11,0.35,0.48,0.47,0.47,35.49,31.84,39.19,33.68,33.66,-17.16,897.1,-33.85,-18.14,-15.07,-10.48,-9.05,0.0,0.06,12.5,6.5,6.2,2.4,2.6,-8.4
1620,15.4,3.77,3.8,-3.66,-27.06,-16.58,0.0,-16.76,1039.08,-16.4,0.12,0.52,0.49,0.49,0.49,40.0,39.86,38.8,37.43,37.5,-17.23,897.37,-33.85,-16.49,-14.94,-10.85,-9.48,0.0,0.06,12.1,6.2,7.3,2.2,2.4,-6.9
1621,15.34,3.86,3.9,-2.91,-27.3,-16.5,0.0,-16.78,1038.72,-16.29,0.17,0.54,0.46,0.51,0.51,51.51,39.5,33.3,39.5,39.5,-17.26,897.11,-33.35,-15.89,-13.77,-10.68,-9.3,0.0,0.06,14.6,6.0,8.8,2.3,2.6,-6.7
1622,13.7,4.11,4.1,-2.27,-27.05,-16.0,0.0,-16.6,1037.94,-16.05,0.21,0.35,0.47,0.52,0.52,58.47,24.07,32.64,40.0,39.5,-16.88,896.64,-32.32,-15.46,-13.07,-10.07,-8.67,0.0,0.06,16.1,11.0,10.6,2.7,2.9,-6.9
1623,13.42,3.69,3.7,-0.98,-27.65,-15.61,0.0,-16.02,1036.37,-15.49,0.18,0.22,0.46,0.52,0.51,37.0,14.89,32.86,40.5,40.5,-16.8,895.09,-30.03,-15.21,-13.49,-10.16,-8.79,0.0,0.06,17.5,16.6,11.1,2.7,2.9,-8.8
1624,12.97,4.14,4.1,-1.16,-28.63,-14.82,0.0,-15.74,1036.25,-15.08,0.28,0.31,0.45,0.48,0.48,52.43,19.2,32.06,37.27,37.0,-15.67,894.94,-28.92,-14.08,-13.46,-10.41,-9.02,0.0,0.06,18.8,17.7,11.6,2.7,2.8,-9.6
1625,0.0,1.3,1.3,-0.72,-24.52,-15.97,7.03,0.0,1034.1,0.0,0.33,1.02,0.52,0.51,0.51,65.5,100.0,36.5,39.5,38.5,-17.28,894.26,-29.35,-19.1,-13.14,-8.56,-7.21,8.2,0.0,24.0,13.0,2.7,0.6,0.5,-15.4
1626,5.27,1.07,1.1,-0.33,-23.56,-15.41,8.44,-16.03,1035.67,-15.34,0.36,0.92,0.63,0.61,0.61,81.5,100.0,41.5,49.0,47.62,-17.3,895.17,-30.6,-20.06,-12.24,-8.26,-6.97,8.67,0.0,26.1,12.1,2.6,0.4,0.4,-16.6
1627,4.56,0.92,0.9,-0.24,-22.7,-14.73,8.91,-15.41,1035.53,-14.23,0.13,0.92,0.65,0.68,0.69,29.0,99.0,42.5,49.57,48.97,-17.59,894.81,-31.09,-19.91,-12.59,-8.57,-7.28,8.98,0.05,25.2,12.5,2.8,0.2,0.4,-17.5
1628,5.47,1.28,1.3,-0.76,-22.47,-15.98,0.08,-15.95,1034.98,-14.72,0.05,0.92,0.8,0.67,0.67,11.0,92.0,51.5,50.5,50.38,-18.49,894.56,-30.65,-19.11,-12.67,-8.42,-7.11,0.08,0.06,27.4,13.8,4.4,1.1,1.3,-18.7
1629,5.48,0.9,0.9,-0.9,-20.29,-16.63,0.0,-17.13,1035.49,-15.85,0.08,0.64,0.93,0.76,0.76,19.5,55.5,62.0,67.5,67.0,-17.76,895.09,-30.84,-17.64,-12.66,-8.41,-7.14,0.0,0.06,35.1,14.1,3.5,0.9,1.0,-18.2
1630,7.83,1.95,2.0,1.29,-19.27,-9.6,0.0,-16.62,1035.63,-9.76,0.43,0.62,0.9,0.89,0.89,100.0,60.67,54.5,43.98,43.61,-7.16,896.23,-31.08,-18.42,-11.78,-7.2,-5.87,0.39,0.06,37.6,13.4,3.5,1.9,1.9,-12.3
1631,9.28,2.88,2.9,0.81,-19.31,-8.66,0.23,-9.63,1032.28,-8.47,0.09,0.51,0.89,0.89,0.89,19.65,42.44,46.5,38.0,37.66,-6.62,894.06,-31.08,-17.74,-10.78,-6.11,-4.67,0.23,0.06,33.8,14.6,4.1,1.8,1.9,-9.6
1632,9.05,1.62,1.6,-0.48,-19.24,-12.94,0.08,-12.77,1032.79,-8.66,0.11,0.53,0.93,0.83,0.82,25.5,48.0,48.13,42.5,42.65,-15.45,894.35,-30.89,-18.69,-10.57,-6.2,-4.87,0.08,0.06,32.6,13.1,4.7,1.2,1.2,-14.1
1633,5.96,0.82,0.8,-1.31,-19.21,-15.46,0.08,-15.44,1034.45,-12.94,0.06,0.65,0.96,0.92,0.92,14.5,71.65,54.08,70.07,69.78,-16.58,895.14,-31.31,-20.17,-10.98,-6.47,-5.2,0.16,0.06,32.5,12.2,0.5,0.1,0.0,-14.3
1634,4.76,0.47,0.5,-0.93,-19.16,-15.07,7.19,-15.66,1036.58,-15.07,0.06,0.75,0.87,1.0,1.0,20.57,100.2,52.58,72.0,71.11,-16.28,896.21,-34.17,-22.29,-11.84,-7.84,-6.59,7.89,0.08,28.3,8.8,-0.1,0.2,0.4,-13.5
1635,11.29,2.61,2.6,-3.69,-25.31,-16.96,8.59,-16.89,1038.27,-14.8,0.07,0.64,0.83,0.81,0.81,27.0,99.56,62.15,54.14,54.39,-16.71,896.75,-35.84,-23.8,-14.06,-10.55,-9.16,8.67,0.2,23.2,6.9,2.1,0.8,1.2,-12.5
1636,12.72,3.04,3.0,-3.81,-31.33,-19.84,0.0,-19.69,1039.33,-16.96,0.08,0.38,0.42,0.4,0.4,38.0,60.42,38.43,38.75,38.6,-19.97,896.53,-37.57,-23.92,-15.88,-13.15,-11.83,0.0,0.23,13.7,9.1,4.5,2.0,2.3,-11.3
1637,15.88,3.13,3.1,-4.78,-33.04,-22.34,0.0,-22.4,1043.03,-19.84,0.08,0.13,0.26,0.27,0.27,39.45,17.54,36.15,34.5,34.5,-22.24,898.01,-37.79,-22.43,-20.35,-16.81,-15.47,0.0,0.23,11.5,9.7,4.7,1.5,2.0,-10.2
1638,16.09,2.93,2.9,-3.79,-32.93,-17.49,0.0,-22.32,1042.29,-17.68,0.05,0.09,0.27,0.28,0.28,23.53,11.48,30.85,24.0,24.0,-15.22,898.9,-36.56,-21.2,-18.48,-13.95,-12.56,0.0,0.23,15.2,6.8,4.0,2.7,3.0,-5.7
1639,15.07,3.53,3.5,-3.98,-32.98,-14.89,0.0,-17.49,1038.36,-14.91,0.06,0.31,0.27,0.28,0.27,22.06,36.82,23.08,17.81,17.94,-13.14,897.03,-34.61,-20.95,-15.4,-10.69,-9.34,0.0,0.23,14.4,7.8,5.2,3.2,3.4,-3.2
1640,14.91,3.39,3.4,-3.28,-27.8,-17.07,0.0,-16.99,1039.27,-14.88,0.08,0.22,0.44,0.41,0.41,25.79,21.68,38.0,31.52,31.41,-17.68,897.59,-33.63,-19.07,-15.7,-11.13,-9.74,0.0,0.23,12.9,5.7,6.0,2.4,2.7,-8.4
1641,15.39,3.8,3.8,-3.94,-26.89,-17.25,0.0,-17.29,1040.07,-17.05,0.09,0.36,0.5,0.5,0.5,28.04,30.77,42.43,41.94,41.6,-17.81,898.01,-33.85,-17.68,-15.58,-11.51,-10.16,0.0,0.21,10.9,5.3,6.8,2.1,2.3,-6.9
1642,15.52,3.52,3.5,-3.37,-27.2,-17.11,0.0,-17.31,1040.03,-17.04,0.1,0.48,0.47,0.51,0.5,30.0,39.66,36.59,42.62,42.0,-17.78,897.89,-33.13,-17.13,-14.62,-11.53,-10.2,0.0,0.21,13.1,5.0,7.3,2.2,2.3,-6.7
1643,13.86,3.72,3.7,-2.59,-27.42,-16.91,0.0,-17.26,1039.46,-16.83,0.16,0.44,0.45,0.5,0.5,44.0,32.88,32.64,42.5,42.0,-17.69,897.35,-32.64,-16.17,-13.68,-11.14,-9.81,0.0,0.21,16.5,6.6,9.7,2.3,2.6,-6.9
1644,13.35,4.26,4.3,-1.96,-27.74,-15.67,0.0,-16.93,1037.43,-15.72,0.2,0.27,0.46,0.51,0.51,47.0,19.31,31.11,40.68,40.5,-16.76,895.97,-31.15,-15.43,-13.01,-10.03,-8.64,0.0,0.21,17.9,10.8,11.2,2.8,3.0,-8.8
1645,13.04,3.91,3.9,-1.26,-28.53,-14.98,0.0,-15.69,1037.22,-15.19,0.25,0.32,0.44,0.48,0.49,51.05,19.99,31.39,39.02,38.89,-15.93,895.64,-29.62,-14.64,-13.43,-10.55,-9.17,0.0,0.21,17.2,15.4,11.2,2.7,2.8,-9.6
1646,14.82,4.85,4.8,-1.34,-29.37,-9.02,0.0,-14.97,1034.56,-9.17,0.24,0.51,0.44,0.46,0.46,42.19,31.43,27.41,23.5,23.5,-7.26,894.79,-28.41,-14.02,-12.15,-7.96,-6.5,0.0,0.21,17.6,16.7,9.9,4.3,4.5,-5.8
1647,15.22,4.31,4.3,-1.88,-28.94,-8.11,0.0,-9.05,1030.46,-8.03,0.27,0.53,0.42,0.42,0.42,47.15,30.55,21.39,16.94,16.87,-6.48,892.6,-28.23,-13.28,-9.77,-5.05,-3.58,0.0,0.21,20.6,18.7,7.9,4.0,4.2,-6.6
1648,14.23,4.03,4.0,-1.25,-29.02,-11.01,0.0,-10.94,1030.37,-8.09,0.23,0.65,0.39,0.39,0.4,37.17,34.7,18.0,17.82,17.71,-12.32,892.84,-27.75,-12.52,-8.78,-4.3,-3.02,0.0,0.21,20.8,18.6,9.4,2.8,2.8,-8.4
1649,16.08,4.18,4.2,-3.27,-30.19,-11.47,0.0,-11.51,1031.33,-10.64,0.21,0.85,0.36,0.39,0.39,31.43,45.5,16.0,17.5,17.5,-12.6,893.84,-26.52,-12.71,-8.79,-4.07,-2.91,0.0,0.21,19.7,15.5,7.6,2.3,2.4,-9.4
1650,0.0,0.93,0.9,-0.86,-19.34,-16.87,0.0,0.0,1036.12,0.0,0.07,0.69,1.04,0.87,0.87,16.0,59.5,72.0,79.5,78.5,-17.81,895.27,-30.39,-17.56,-13.04,-9.03,-7.74,0.0,0.0,33.9,14.4,4.0,1.0,1.1,-18.2
1651,7.7,2.12,2.1,0.65,-18.56,-9.89,7.66,-16.84,1035.85,-10.04,0.12,0.61,0.98,0.96,0.96,28.0,56.19,61.5,49.0,48.5,-7.37,896.16,-30.98,-18.06,-12.25,-7.73,-6.37,7.66,0.0,37.0,13.6,3.8,1.9,1.9,-12.3
1652,8.76,2.66,2.7,0.28,-18.34,-8.62,6.95,-9.9,1032.5,-8.58,0.1,0.47,1.03,1.03,1.03,24.5,38.69,55.0,44.5,44.5,-6.57,894.1,-31.23,-17.33,-10.85,-6.18,-4.73,6.95,0.0,34.9,14.5,4.6,2.2,2.2,-9.6
1653,8.48,1.23,1.2,-0.96,-18.47,-12.81,0.23,-12.41,1033.18,-8.62,0.11,0.49,1.09,1.05,1.05,25.5,43.5,58.5,55.5,55.0,-15.55,894.54,-30.65,-18.33,-10.59,-6.3,-4.96,0.23,0.0,34.0,12.6,5.2,1.4,1.4,-14.1
1654,5.44,0.46,0.5,-1.07,-19.31,-15.54,4.38,-15.64,1034.79,-12.8,0.08,0.58,0.97,1.04,1.04,17.5,60.11,55.97,77.32,76.94,-16.72,895.24,-31.02,-19.51,-11.11,-6.69,-5.48,4.38,0.0,32.8,12.7,-0.7,-0.2,-0.3,-14.3
1655,3.68,0.27,0.3,-0.4,-19.3,-14.36,9.22,-15.66,1036.58,-14.18,0.04,0.73,0.92,0.95,0.95,12.69,99.39,54.35,60.79,59.35,-16.12,896.06,-32.83,-22.19,-12.03,-8.24,-7.0,9.38,0.08,28.5,9.2,-1.3,0.0,0.0,-13.5
1656,10.22,2.17,2.2,-3.52,-23.49,-16.65,9.92,-16.47,1038.07,-13.1,0.06,0.62,0.95,0.98,0.98,23.45,94.53,69.91,61.09,61.0,-16.39,896.83,-35.31,-23.65,-14.04,-9.69,-8.24,9.92,0.44,24.8,5.7,0.8,0.3,0.5,-12.5
1657,11.76,2.99,3.0,-3.3,-29.03,-19.09,0.16,-18.98,1039.29,-16.64,0.08,0.5,0.54,0.5,0.5,38.04,87.65,48.94,44.19,44.67,-19.14,896.7,-37.84,-24.69,-15.45,-12.44,-11.14,0.23,0.56,13.8,9.0,3.9,1.7,2.0,-11.3
1658,15.33,2.97,3.0,-4.69,-32.58,-22.4,0.0,-22.43,1042.87,-19.09,0.08,0.17,0.28,0.29,0.29,43.14,22.23,35.44,35.5,35.0,-22.37,897.89,-38.26,-22.33,-19.83,-16.74,-15.34,0.0,0.56,10.5,9.7,4.9,1.6,2.1,-10.2
1659,16.49,2.92,2.9,-3.83,-32.28,-17.65,0.0,-22.42,1042.37,-17.83,0.08,0.1,0.29,0.29,0.3,36.5,12.72,33.22,25.76,26.1,-15.5,898.79,-37.11,-20.87,-18.58,-14.08,-12.71,0.0,0.56,12.3,6.1,3.9,2.6,2.9,-5.7
1660,15.07,3.47,3.5,-3.84,-32.2,-14.98,0.0,-17.64,1038.47,-15.0,0.06,0.26,0.3,0.3,0.31,20.2,29.67,25.55,19.61,20.04,-13.3,897.05,-34.74,-20.56,-15.54,-10.82,-9.48,0.0,0.56,12.8,7.4,5.1,3.1,3.4,-3.2
1661,14.59,3.47,3.5,-3.22,-29.28,-17.3,0.0,-17.24,1039.16,-14.97,0.08,0.23,0.38,0.37,0.37,25.5,23.63,33.64,28.95,28.29,-17.98,897.41,-33.54,-18.89,-15.9,-11.41,-10.0,0.0,0.56,12.1,5.6,6.3,2.5,2.8,-8.4
1662,15.62,3.94,3.9,-4.01,-26.88,-17.32,0.0,-17.5,1039.83,-17.19,0.09,0.32,0.49,0.48,0.48,28.0,27.29,41.64,40.57,40.06,-17.91,897.66,-33.43,-17.34,-15.53,-11.69,-10.31,0.0,0.56,10.9,5.1,6.9,2.1,2.3,-6.9
1663,15.75,3.85,3.8,-3.44,-26.98,-17.13,0.0,-17.33,1039.68,-17.1,0.1,0.39,0.48,0.5,0.5,29.04,31.08,36.31,42.65,42.5,-17.82,897.5,-32.61,-16.9,-14.45,-11.51,-10.18,0.0,0.56,13.1,4.7,8.1,2.3,2.4,-6.7
1664,14.26,3.86,3.9,-2.64,-27.42,-16.89,0.0,-17.23,1039.03,-16.81,0.14,0.3,0.44,0.5,0.5,37.07,21.58,32.19,43.0,42.65,-17.72,896.97,-32.19,-15.82,-13.68,-11.17,-9.81,0.0,0.56,16.5,7.4,9.6,2.2,2.5,-6.9
1665,13.37,4.17,4.2,-1.8,-27.7,-15.85,0.0,-17.0,1036.77,-15.75,0.16,0.15,0.46,0.51,0.5,35.99,10.22,32.38,42.26,42.0,-17.07,895.35,-30.88,-15.43,-13.31,-10.23,-8.89,0.0,0.56,18.0,11.9,10.8,2.8,3.0,-8.8
1666,12.79,3.9,3.9,-1.2,-28.55,-15.16,0.0,-15.86,1036.58,-15.37,0.26,0.37,0.43,0.48,0.48,50.0,23.85,31.54,39.16,38.41,-16.19,894.96,-29.24,-14.63,-13.73,-10.81,-9.45,0.0,0.56,18.2,15.3,11.3,2.8,2.8,-9.6
1667,15.06,4.97,5.0,-1.21,-29.19,-9.4,0.0,-15.14,1034.05,-9.54,0.27,0.57,0.44,0.45,0.45,48.5,34.38,29.05,24.0,24.0,-7.71,894.14,-28.45,-13.84,-12.64,-8.37,-6.92,0.0,0.56,18.5,17.0,9.9,4.4,4.5,-5.8
1668,15.48,4.37,4.4,-1.82,-28.63,-8.52,0.0,-9.41,1029.56,-8.28,0.3,0.58,0.42,0.42,0.43,54.11,33.05,20.92,17.17,16.97,-6.99,891.7,-28.52,-13.19,-10.03,-5.23,-3.73,0.0,0.56,20.9,19.2,8.3,4.2,4.3,-6.6
1669,14.44,4.18,4.2,-1.58,-28.6,-11.02,0.0,-10.96,1029.28,-8.52,0.24,0.65,0.4,0.4,0.4,40.76,35.0,18.0,17.86,18.2,-12.42,891.89,-28.14,-12.76,-8.65,-4.25,-3.02,0.0,0.56,22.1,20.4,9.3,2.8,2.8,-8.4
1670,17.02,4.12,4.1,-3.96,-29.75,-12.15,0.0,-12.19,1030.88,-10.69,0.17,0.83,0.37,0.38,0.39,27.36,47.0,18.0,18.09,17.7,-13.28,893.15,-27.15,-13.37,-9.64,-4.78,-3.61,0.0,0.56,22.3,17.5,6.4,2.3,2.2,-9.4
1671,17.49,3.59,3.6,-4.44,-26.6,-14.05,0.0,-13.99,1033.53,-12.15,0.14,0.37,0.52,0.41,0.41,21.58,21.0,31.5,26.47,26.4,-14.8,894.58,-27.24,-13.16,-11.85,-7.23,-5.94,0.0,0.56,20.5,16.2,4.1,1.3,1.4,-11.0
1672,17.26,2.89,2.9,-4.28,-26.31,-15.34,0.0,-15.32,1035.94,-14.06,0.09,0.24,0.49,0.42,0.42,13.0,13.1,34.64,32.11,31.82,-16.13,895.87,-26.63,-12.83,-13.42,-8.79,-7.51,0.0,0.56,20.3,13.7,3.0,1.3,1.5,-12.8
1673,15.79,2.42,2.4,-3.6,-23.57,-15.72,0.0,-15.75,1037.36,-15.34,0.09,0.25,0.57,0.44,0.44,13.0,13.69,42.58,38.17,38.14,-16.6,896.75,-26.53,-12.89,-13.76,-9.67,-8.37,0.0,0.56,18.5,10.5,2.6,1.5,1.7,-13.1
1674,13.69,2.28,2.3,-3.4,-22.98,-15.28,0.0,-15.79,1040.42,-15.47,0.14,0.24,0.64,0.47,0.47,20.5,13.74,44.79,42.85,42.76,-16.01,899.05,-26.22,-13.27,-13.25,-10.04,-8.76,0.0,0.56,16.5,7.0,2.3,1.4,1.6,-13.7
1675,0.0,0.48,0.5,-0.98,-19.76,-15.41,5.78,0.0,1035.28,0.0,0.1,0.6,0.95,1.03,1.02,26.0,65.5,56.0,67.5,66.5,-16.49,895.42,-31.49,-19.95,-11.77,-7.24,-6.0,5.78,0.0,30.6,12.6,-1.7,-0.3,-0.4,-14.3
1676,3.58,0.67,0.7,-0.57,-19.45,-13.77,9.53,-15.41,1037.02,-13.78,0.1,0.72,0.97,0.98,0.98,33.0,99.59,61.0,58.0,56.62,-14.21,896.54,-33.59,-22.45,-12.56,-8.27,-7.0,9.53,0.11,26.7,10.5,-0.2,0.5,0.5,-13.5
1677,10.52,2.7,2.7,-3.01,-25.27,-17.35,9.92,-17.24,1038.63,-13.72,0.09,0.62,0.86,0.84,0.84,34.79,97.75,66.16,57.5,57.33,-16.98,896.98,-35.92,-23.85,-14.24,-10.66,-9.29,9.92,0.24,23.1,8.6,2.2,0.8,1.2,-12.5
1678,12.85,3.15,3.2,-3.76,-31.77,-20.54,0.0,-20.37,1039.91,-17.35,0.09,0.3,0.34,0.38,0.38,48.11,44.9,33.57,39.0,39.35,-20.67,896.67,-38.69,-23.65,-16.53,-13.8,-12.48,0.0,0.26,11.1,9.9,5.3,2.0,2.3,-11.3
1679,16.27,3.16,3.2,-4.85,-32.45,-22.48,0.0,-22.63,1042.99,-20.53,0.09,0.16,0.29,0.29,0.3,42.66,21.14,39.87,37.0,37.09,-22.4,897.75,-37.89,-22.06,-20.69,-17.06,-15.73,0.0,0.26,9.0,9.9,4.2,1.3,1.7,-10.2
1680,16.24,2.82,2.8,-3.79,-31.93,-17.28,0.0,-22.48,1042.24,-17.47,0.07,0.11,0.3,0.3,0.3,31.0,12.87,33.06,25.79,25.97,-15.04,898.76,-36.56,-20.59,-18.39,-13.9,-12.54,0.0,0.26,12.1,5.4,4.1,2.7,3.0,-5.7
1681,14.62,3.24,3.2,-3.61,-32.41,-14.55,0.0,-17.29,1038.26,-14.57,0.07,0.32,0.3,0.29,0.29,21.16,36.06,24.09,18.85,18.68,-12.75,897.0,-34.03,-20.28,-15.17,-10.48,-9.11,0.0,0.26,12.7,7.5,5.1,3.2,3.4,-3.2
1682,13.81,3.4,3.4,-3.06,-29.38,-17.09,0.0,-16.99,1038.97,-14.54,0.09,0.24,0.37,0.36,0.36,25.84,22.83,32.53,27.64,27.55,-17.74,897.35,-32.94,-18.74,-15.66,-11.17,-9.78,0.0,0.26,14.3,6.1,6.5,2.6,2.8,-8.4
1683,15.77,3.91,3.9,-4.16,-26.71,-17.1,0.0,-17.34,1039.57,-16.97,0.1,0.25,0.5,0.48,0.48,29.5,21.21,41.22,40.34,40.08,-17.68,897.58,-33.03,-17.4,-15.24,-11.49,-10.12,0.0,0.26,13.9,5.2,6.6,1.9,2.1,-6.9
1684,15.81,3.6,3.6,-3.44,-26.68,-16.98,0.0,-17.13,1039.62,-16.89,0.1,0.27,0.49,0.51,0.51,28.5,22.0,37.01,43.78,43.24,-17.66,897.6,-32.85,-16.89,-14.31,-11.36,-10.01,0.0,0.26,13.8,5.3,7.2,2.0,2.2,-6.7
1685,13.69,3.67,3.7,-2.66,-27.18,-17.01,0.0,-17.19,1039.13,-16.89,0.11,0.22,0.45,0.51,0.51,29.0,16.09,32.49,44.5,44.35,-17.81,897.0,-31.76,-16.04,-13.68,-11.22,-9.85,0.0,0.26,15.0,7.0,8.9,2.1,2.4,-6.9
1686,13.06,4.16,4.2,-2.11,-27.17,-16.29,0.0,-17.15,1036.82,-16.2,0.1,0.18,0.49,0.52,0.52,22.92,12.03,35.0,44.46,43.96,-17.33,895.21,-30.69,-15.39,-13.48,-10.53,-9.22,0.0,0.26,17.4,9.8,10.6,2.7,2.8,-8.8
1687,13.13,3.93,3.9,-1.4,-28.43,-15.13,0.0,-16.32,1036.53,-15.31,0.24,0.38,0.44,0.49,0.49,47.56,24.5,30.92,41.29,41.02,-16.08,894.97,-29.44,-14.66,-13.5,-10.57,-9.21,0.0,0.26,18.4,13.7,11.0,2.8,2.8,-9.6
1688,14.25,4.68,4.7,-1.09,-29.16,-9.41,0.0,-15.11,1034.04,-9.53,0.27,0.5,0.45,0.46,0.46,47.06,31.91,28.9,24.5,24.0,-7.58,894.27,-28.2,-14.59,-12.59,-8.32,-6.86,0.0,0.26,19.6,16.6,9.4,4.2,4.4,-5.8
1689,14.66,4.22,4.2,-1.59,-28.78,-8.66,0.0,-9.41,1029.81,-8.32,0.29,0.62,0.43,0.43,0.43,51.78,36.5,21.87,17.47,17.76,-6.97,891.75,-28.41,-13.81,-10.25,-5.46,-3.99,0.0,0.26,20.8,18.1,7.9,4.1,4.2,-6.6
1690,13.82,4.13,4.1,-1.19,-28.62,-11.34,0.0,-11.29,1029.39,-8.64,0.25,0.67,0.39,0.4,0.4,44.19,37.5,18.5,18.36,18.39,-12.66,891.74,-28.28,-13.14,-8.88,-4.49,-3.24,0.0,0.26,21.3,19.5,9.5,2.9,2.8,-8.4
1691,16.99,4.1,4.1,-3.87,-29.93,-12.12,0.0,-12.15,1030.71,-10.9,0.16,0.86,0.37,0.39,0.39,25.67,50.0,17.5,18.25,18.16,-13.22,893.12,-27.44,-13.74,-9.5,-4.68,-3.47,0.0,0.26,21.6,17.6,6.5,2.1,2.0,-9.4
1692,17.99,3.74,3.7,-4.75,-27.28,-14.16,0.0,-14.09,1033.7,-12.11,0.18,0.27,0.49,0.4,0.4,30.0,16.5,30.0,25.6,25.72,-14.85,894.48,-27.65,-13.6,-12.01,-7.41,-6.13,0.0,0.26,21.5,16.9,4.0,1.2,1.3,-11.0
1693,17.94,3.17,3.2,-4.54,-26.04,-15.59,0.0,-15.54,1035.89,-14.15,0.1,0.23,0.51,0.43,0.43,15.5,13.25,36.5,32.75,32.95,-16.21,895.67,-27.21,-13.07,-13.65,-9.01,-7.74,0.0,0.26,20.1,14.4,3.1,1.1,1.4,-12.8
1694,16.84,2.63,2.6,-4.22,-24.11,-15.99,0.0,-16.01,1037.46,-15.59,0.1,0.24,0.55,0.44,0.44,15.0,13.0,42.5,39.4,39.02,-16.67,896.62,-27.02,-12.92,-14.17,-9.92,-8.59,0.0,0.26,19.2,11.1,2.5,1.1,1.4,-13.1
