,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
263,4.9,0.99,1.0,1.27,-6.8,-1.52,0.31,-1.53,1023.6,-0.18,0.91,1.45,3.55,2.77,2.77,99.0,37.0,69.0,66.0,65.5,-4.93,890.62,-23.44,-4.14,1.96,5.37,6.69,8.44,0.0,9.5,7.9,-0.1,-1.1,-0.9,-9.8
264,5.3,1.38,1.4,0.82,-5.67,-2.05,0.39,-2.17,1023.41,-1.05,0.68,1.55,3.72,2.85,2.85,72.54,39.96,74.5,72.36,71.98,-5.61,890.35,-23.06,-4.26,1.69,5.32,6.66,0.78,0.0,6.2,8.0,0.7,-0.6,-0.4,-9.4
265,5.16,1.27,1.3,0.28,-5.31,-1.63,0.94,-2.59,1022.8,-1.35,0.71,1.5,3.46,2.91,2.91,70.5,39.13,72.0,75.73,76.11,-5.51,890.04,-22.39,-4.4,1.36,5.52,6.82,0.94,0.0,6.6,7.5,2.3,0.3,0.5,-9.7
266,5.38,1.67,1.7,0.33,-3.9,-0.19,2.27,-1.67,1023.89,-0.32,0.26,1.0,3.62,3.08,3.08,21.5,26.44,77.0,76.61,76.69,-1.14,891.21,-21.25,-4.58,0.98,5.13,6.4,2.27,0.0,5.2,7.5,3.4,0.7,0.8,-9.5
267,8.91,2.02,2.0,2.04,-3.27,4.66,0.08,-0.19,1023.15,4.54,0.12,1.16,3.87,3.89,3.89,9.31,33.71,75.0,65.9,65.71,6.72,891.37,-19.84,-5.61,1.84,6.38,7.82,9.3,0.0,9.1,8.8,3.7,2.1,2.1,-4.7
268,9.26,1.81,1.8,2.4,-2.99,4.35,0.08,4.29,1019.63,5.15,0.18,1.64,3.9,3.94,3.94,13.72,45.5,71.5,64.0,63.0,5.68,889.11,-20.04,-5.42,2.63,7.33,8.84,9.92,0.0,15.1,8.1,3.5,2.0,2.1,-3.8
269,8.55,1.37,1.4,-0.18,-3.3,-0.6,0.16,-0.37,1020.33,4.35,0.22,2.41,3.99,3.89,3.89,18.88,67.65,70.5,71.7,71.61,-3.84,889.47,-20.91,-5.5,3.27,7.86,9.27,9.92,0.0,16.9,8.0,1.9,0.9,1.0,-6.8
270,5.02,0.93,0.9,-0.3,-2.84,-0.63,1.8,-0.93,1022.86,-0.25,0.43,2.89,4.34,3.68,3.68,40.5,86.72,78.5,81.42,79.94,-3.55,890.83,-21.97,-6.42,2.69,7.02,8.38,10.0,0.0,15.3,5.6,2.5,0.1,0.3,-7.2
271,4.0,0.49,0.5,-1.23,-1.59,-0.61,3.05,-0.76,1024.13,0.06,1.08,2.46,4.42,3.86,3.86,97.4,70.65,90.5,84.35,84.48,-1.25,891.51,-21.61,-5.82,1.32,6.24,7.6,9.92,0.08,17.8,5.5,1.9,-0.4,-0.2,-8.0
272,3.6,0.4,0.4,-0.72,-1.94,-0.97,9.53,-1.38,1025.23,-0.58,0.27,3.21,4.11,4.08,4.08,25.5,98.68,94.0,89.48,88.47,-1.35,891.94,-21.6,-6.41,-0.03,4.31,5.75,9.61,0.14,17.4,7.8,-0.8,-0.1,-0.2,-8.5
273,6.85,1.25,1.3,-2.44,-4.74,-2.41,9.92,-2.34,1025.81,-0.94,0.29,2.7,4.03,4.1,4.1,26.5,85.5,97.0,92.64,92.56,-2.27,891.89,-21.38,-6.89,-1.08,3.48,4.92,9.92,0.34,18.0,9.0,-0.2,-0.4,-0.4,-10.6
274,9.65,1.76,1.8,-3.31,-7.73,-3.73,9.38,-3.7,1028.43,-2.41,0.43,2.91,3.13,3.46,3.46,39.5,97.0,81.13,80.12,79.65,-3.37,893.79,-21.73,-7.4,-2.08,2.12,3.54,9.92,0.58,16.6,11.9,0.2,-0.5,-0.4,-11.6
275,0.0,1.83,1.8,-0.91,-8.13,-2.77,0.0,0.0,1020.95,0.0,0.15,0.86,3.15,2.74,2.74,19.5,27.5,56.5,61.17,59.41,-5.04,889.88,-25.01,-6.91,3.14,7.48,8.82,0.0,0.0,8.6,4.0,4.6,1.3,1.4,-13.3
276,6.39,1.29,1.3,-0.73,-6.16,-1.96,0.0,-2.8,1021.82,-1.96,0.2,0.83,2.97,2.87,2.87,26.0,26.0,56.0,67.77,66.74,-5.39,890.37,-25.4,-6.7,2.89,7.54,8.78,0.0,0.0,7.3,4.1,3.8,1.0,1.1,-14.1
277,4.98,1.05,1.0,-0.67,-6.75,-1.88,0.0,-1.98,1021.73,-1.77,0.17,0.74,2.93,2.91,2.91,21.5,22.5,56.39,68.5,67.46,-5.84,889.91,-25.0,-6.26,2.77,6.86,8.16,0.0,0.0,7.1,3.6,4.0,1.2,1.4,-15.1
278,4.38,0.84,0.8,-0.49,-7.5,-2.24,0.0,-2.26,1021.55,-1.79,0.19,0.73,2.91,2.82,2.82,22.5,21.5,56.14,68.88,67.74,-6.91,889.7,-24.6,-5.96,2.69,6.75,7.99,0.0,0.0,8.6,3.9,3.9,1.0,1.2,-15.6
279,3.84,0.85,0.9,-0.18,-7.06,0.47,0.0,-2.74,1022.04,0.12,0.16,0.84,2.8,2.83,2.83,18.0,24.0,54.0,66.27,65.72,-2.61,889.98,-23.58,-5.71,2.35,6.59,7.81,0.0,0.0,7.9,4.8,4.0,1.1,1.2,-15.5
280,7.97,1.34,1.3,2.33,-8.32,5.68,0.0,0.49,1020.18,5.57,0.23,0.99,2.62,2.67,2.67,25.0,28.0,45.0,39.5,39.0,7.5,889.64,-23.46,-5.35,3.68,8.4,9.83,0.0,0.0,11.5,6.3,3.1,2.0,2.1,-9.8
281,9.08,1.88,1.9,2.29,-8.62,5.85,0.0,5.68,1017.46,6.23,0.39,1.47,2.75,2.88,2.88,42.0,39.0,44.0,41.0,41.0,7.08,887.96,-23.14,-4.66,4.58,9.21,10.72,0.0,0.0,12.9,7.6,3.2,1.8,1.9,-6.1
282,8.4,1.57,1.6,0.66,-7.32,-0.47,0.0,-0.52,1018.6,5.84,0.7,1.54,2.89,3.16,3.16,75.0,38.5,45.5,48.0,47.5,-5.33,888.39,-23.17,-4.03,4.82,9.71,11.05,0.08,0.0,10.8,8.0,0.3,0.0,0.2,-9.7
283,4.59,0.82,0.8,1.16,-6.72,-0.19,0.0,-1.01,1021.4,2.86,0.76,1.58,3.21,3.1,3.1,80.5,40.0,54.0,66.0,64.5,-5.56,889.53,-23.26,-4.09,3.76,7.65,8.99,3.91,0.0,9.1,7.9,-0.3,-1.4,-1.2,-10.0
284,5.25,1.07,1.1,1.1,-5.11,-1.24,0.16,-1.4,1023.2,-0.19,0.79,1.44,3.7,3.24,3.24,82.0,37.0,71.0,75.0,74.0,-5.07,890.29,-23.08,-4.08,2.29,5.83,7.15,9.06,0.0,7.3,8.4,0.3,-1.1,-0.9,-9.8
285,5.4,1.31,1.3,0.95,-4.87,-1.5,0.23,-1.63,1023.23,-0.71,0.67,1.48,3.7,3.34,3.34,69.93,38.0,72.5,80.71,80.17,-4.81,890.34,-23.06,-4.3,1.98,5.45,6.74,8.59,0.0,5.9,9.0,0.7,-1.1,-0.8,-9.4
286,5.27,1.24,1.2,0.47,-5.13,-1.33,0.63,-2.33,1022.5,-1.03,0.67,1.68,3.49,3.25,3.25,65.0,44.0,70.5,80.73,80.58,-5.24,889.8,-22.25,-4.48,1.79,5.75,7.03,0.63,0.0,6.6,7.7,2.1,0.1,0.3,-9.7
287,5.06,1.25,1.3,0.15,-3.95,0.19,1.25,-1.51,1023.76,0.02,0.3,1.14,3.57,3.28,3.28,25.58,31.01,73.5,78.0,78.5,-1.27,891.04,-21.22,-4.89,1.35,5.37,6.64,1.25,0.0,6.4,7.8,3.0,0.3,0.5,-9.5
288,8.34,1.52,1.5,2.22,-3.09,4.85,0.08,0.19,1022.72,4.75,0.14,1.07,3.92,4.0,4.0,11.5,30.1,75.5,66.0,66.0,6.9,891.24,-20.33,-5.26,2.13,6.75,8.18,9.53,0.0,8.4,9.6,3.0,1.8,1.8,-4.7
289,9.31,1.89,1.9,2.25,-3.09,4.94,0.08,4.76,1019.48,5.56,0.16,1.27,3.99,4.1,4.1,12.5,33.84,71.0,63.5,62.5,6.38,889.21,-20.14,-5.07,3.08,7.83,9.33,9.92,0.0,13.8,8.8,3.5,2.1,2.1,-3.8
290,8.49,1.28,1.3,-0.37,-3.03,-0.44,0.78,-0.19,1019.99,4.95,0.23,2.25,3.85,4.13,4.13,19.5,61.5,67.5,71.74,71.52,-3.83,889.41,-21.03,-5.23,3.53,8.24,9.61,10.0,0.0,14.9,8.7,2.5,1.1,1.3,-6.8
291,5.29,1.06,1.1,-0.58,-2.96,-0.48,0.08,-1.02,1022.33,-0.11,0.27,3.01,4.23,3.72,3.72,25.0,88.5,74.89,82.53,81.37,-2.28,890.85,-21.9,-6.08,3.08,7.97,9.32,10.0,0.0,14.6,5.2,3.0,0.4,0.5,-7.2
292,4.38,0.28,0.3,-1.28,-2.91,-1.3,3.44,-1.27,1024.46,-0.33,0.84,2.69,4.22,3.7,3.7,75.49,79.09,86.5,83.39,83.37,-2.79,891.83,-21.61,-6.01,1.39,6.26,7.62,4.92,0.0,16.6,5.5,1.4,-0.5,-0.3,-8.0
293,4.1,0.92,0.9,-0.98,-3.04,-1.97,6.72,-2.0,1025.51,-1.27,0.32,3.15,3.92,3.89,3.89,30.0,96.24,85.5,89.71,90.35,-2.93,891.98,-21.86,-6.48,0.2,4.43,5.83,7.19,0.0,14.3,8.8,-1.0,-0.3,-0.4,-8.5
294,5.51,0.92,0.9,-1.92,-3.58,-2.05,9.69,-2.07,1025.74,-1.63,0.3,2.72,3.76,4.04,4.04,27.5,82.34,91.0,89.96,89.46,-2.01,892.02,-21.73,-6.63,-0.78,3.98,5.4,9.92,0.0,12.3,10.3,-0.8,-0.8,-0.7,-10.6
295,6.62,0.83,0.8,-2.49,-5.72,-2.76,10.0,-2.73,1027.74,-2.07,0.53,2.94,3.45,3.61,3.61,49.0,97.94,90.0,82.39,82.5,-2.46,893.35,-21.73,-7.32,-1.83,2.71,4.14,10.0,0.31,14.2,9.3,-0.8,-0.7,-0.7,-11.6
296,9.97,1.37,1.4,-3.51,-9.07,-3.26,9.69,-3.26,1028.92,-2.72,0.94,2.76,2.97,3.17,3.17,99.0,97.5,82.5,75.5,75.5,-2.47,894.01,-23.15,-8.09,-3.01,1.73,3.17,10.0,1.16,19.2,8.8,-0.1,-0.4,-0.4,-7.4
297,10.37,1.37,1.4,-3.46,-11.35,-3.15,6.95,-3.39,1027.7,-2.97,0.8,2.63,2.47,2.52,2.52,100.0,100.0,71.0,62.5,62.37,-2.17,893.25,-24.83,-9.1,-3.09,1.63,3.11,10.0,1.95,21.4,10.1,0.8,0.7,0.7,-5.5
298,10.76,1.46,1.5,-3.31,-12.33,-5.71,0.0,-5.49,1028.98,-3.13,0.46,1.93,1.71,1.86,1.86,58.15,85.5,51.5,50.5,50.5,-6.37,894.3,-24.97,-10.51,-3.99,0.89,2.32,9.45,2.18,21.6,12.0,0.8,1.0,1.1,-8.5
299,12.06,1.68,1.7,-4.14,-20.37,-7.72,0.0,-7.64,1032.4,-5.71,0.13,0.96,0.89,1.21,1.21,15.0,52.1,33.34,37.51,37.79,-8.25,896.16,-24.71,-12.21,-6.28,-1.51,-0.19,9.69,2.18,27.4,9.8,0.9,0.6,0.9,-10.5
300,0.0,1.46,1.5,-0.05,-7.12,0.13,0.0,0.0,1022.37,0.0,0.16,0.8,2.8,2.79,2.79,17.0,23.0,54.5,66.68,66.42,-2.99,890.28,-23.42,-5.73,2.18,6.48,7.69,0.0,0.0,7.1,4.2,3.8,1.0,1.2,-15.5
301,8.56,1.46,1.5,2.55,-8.77,5.55,0.0,0.1,1020.43,5.43,0.19,1.01,2.62,2.64,2.64,20.5,29.0,45.5,39.5,39.15,7.56,889.82,-23.35,-5.6,3.57,8.29,9.7,0.0,0.0,11.1,6.3,2.9,1.9,2.0,-9.8
302,9.39,1.85,1.9,2.35,-10.45,6.03,0.0,5.55,1017.18,6.18,0.51,1.34,2.35,2.36,2.36,54.0,35.5,36.0,32.0,31.5,7.35,887.94,-23.18,-4.72,4.99,9.72,11.24,0.0,0.0,13.0,7.5,2.8,1.8,1.9,-6.1
303,8.49,1.42,1.4,0.59,-9.75,0.81,0.0,0.25,1018.93,6.02,0.73,1.47,2.56,2.37,2.37,78.0,37.0,40.5,37.0,36.0,-6.28,888.7,-23.3,-4.07,4.84,9.83,11.09,0.0,0.0,11.6,8.2,0.6,0.2,0.4,-9.7
304,4.53,0.7,0.7,1.28,-8.32,-0.3,0.08,-0.15,1021.98,2.95,0.69,1.58,3.01,2.48,2.48,72.0,40.5,52.5,58.0,57.0,-6.63,889.8,-23.23,-4.18,3.35,7.2,8.49,2.58,0.0,11.3,7.4,-0.6,-1.5,-1.2,-10.0
305,5.39,1.5,1.5,0.9,-6.52,-1.78,0.08,-1.84,1023.66,-0.3,0.77,1.4,3.55,2.66,2.66,80.5,36.0,69.0,69.0,68.5,-5.99,890.71,-23.11,-4.12,2.14,5.76,7.07,5.63,0.0,8.8,8.2,0.8,-0.8,-0.6,-9.8
306,5.49,1.31,1.3,0.4,-5.4,-1.06,0.16,-2.16,1022.91,-0.68,0.65,1.38,3.43,2.76,2.76,66.0,35.5,68.5,71.42,70.9,-5.13,890.27,-22.75,-4.28,1.88,5.92,7.22,7.42,0.0,8.5,8.4,2.3,-0.1,0.1,-9.4
307,5.3,1.3,1.3,0.32,-5.6,-1.49,0.86,-1.48,1022.62,-1.0,0.73,1.64,3.3,2.8,2.8,72.0,42.54,67.0,70.71,70.1,-5.49,889.93,-22.33,-4.37,1.5,5.56,6.83,0.86,0.0,6.4,8.5,2.4,0.2,0.5,-9.7
308,5.71,1.52,1.5,0.16,-3.92,-0.33,2.11,-1.69,1023.79,-0.52,0.49,1.11,3.54,3.04,3.04,45.0,29.64,74.5,75.74,75.74,-1.49,890.92,-21.79,-4.58,1.12,5.24,6.47,2.34,0.0,5.0,7.9,3.8,0.5,0.7,-9.5
309,8.47,1.98,2.0,1.69,-3.73,4.75,0.0,-0.33,1022.83,4.61,0.15,0.92,3.86,3.87,3.87,13.0,25.57,74.0,62.86,64.25,6.83,891.11,-20.65,-5.11,1.87,6.66,7.93,9.53,0.0,8.8,10.1,4.1,2.4,2.4,-4.7
310,8.77,2.02,2.0,1.21,-4.54,5.33,0.31,4.75,1020.07,5.57,0.12,1.25,3.71,3.76,3.76,9.83,33.71,69.06,59.71,59.4,6.84,889.28,-19.91,-5.21,2.53,7.22,8.63,9.92,0.0,13.9,8.3,3.8,2.0,2.1,-3.8
311,7.39,1.58,1.6,-0.38,-4.37,-0.14,5.0,0.14,1020.73,5.33,0.1,2.75,3.44,3.82,3.82,8.5,82.0,64.58,74.63,74.1,-3.25,889.71,-20.82,-6.09,3.0,7.3,8.68,10.0,0.0,12.9,7.3,3.6,1.2,1.5,-6.8
312,5.4,0.89,0.9,-0.82,-4.3,-1.27,4.38,-1.22,1023.05,0.14,0.28,3.16,3.71,3.69,3.69,27.58,94.5,70.5,75.7,74.59,-3.16,891.1,-22.28,-6.24,2.22,6.99,8.35,9.92,0.0,12.8,4.6,3.7,1.1,1.2,-7.2
313,4.83,0.06,0.1,-1.71,-3.59,-1.39,5.63,-1.58,1025.58,-0.52,1.03,2.76,3.84,3.63,3.63,99.92,84.49,81.0,78.96,78.74,-1.99,892.42,-22.31,-6.62,0.4,5.09,6.47,7.58,0.0,16.0,6.8,-2.5,-0.7,-0.8,-8.0
314,5.05,1.0,1.0,-1.39,-4.01,-2.81,6.09,-2.81,1026.11,-1.39,0.28,2.74,3.37,3.53,3.53,27.01,85.12,78.07,84.75,84.38,-3.45,892.3,-22.0,-6.62,-0.2,3.75,5.1,6.17,0.0,16.3,7.3,-1.2,-0.3,-0.3,-8.5
315,5.39,0.97,1.0,-1.12,-4.26,-2.37,10.0,-3.03,1026.75,-2.38,0.37,3.03,3.31,3.42,3.42,35.5,96.93,85.5,83.78,83.14,-2.36,892.36,-22.2,-6.95,-1.42,2.82,4.19,10.0,0.26,16.5,12.1,0.3,-0.1,-0.1,-10.6
316,7.1,0.95,0.9,-2.56,-6.94,-3.21,9.92,-3.19,1028.26,-2.34,0.46,2.73,3.16,3.24,3.24,45.5,98.0,89.0,81.0,80.5,-2.81,893.64,-22.42,-8.24,-2.46,2.0,3.37,10.0,0.49,16.7,9.5,-0.5,-0.2,-0.2,-11.6
317,9.85,1.3,1.3,-3.21,-10.84,-3.27,9.92,-3.56,1028.98,-3.14,0.59,2.6,2.61,2.63,2.63,58.03,98.5,75.5,65.0,65.0,-2.15,894.15,-22.43,-8.78,-3.37,1.43,2.93,10.0,0.79,21.1,8.3,-0.1,-0.2,-0.1,-7.4
318,10.68,1.77,1.8,-3.42,-11.82,-4.44,6.56,-4.43,1028.28,-3.25,0.79,2.39,2.28,2.31,2.31,95.19,100.0,70.0,60.13,59.6,-3.68,893.26,-24.57,-10.01,-4.08,0.66,2.16,10.0,1.72,21.4,11.6,1.3,0.9,1.0,-5.5
319,11.26,2.06,2.1,-3.41,-13.6,-6.53,0.0,-6.34,1029.41,-4.31,0.53,1.87,1.64,1.75,1.75,69.44,90.0,53.41,50.16,49.59,-7.1,894.3,-25.34,-11.3,-4.9,-0.05,1.36,2.34,1.89,25.8,12.3,2.4,1.7,1.8,-8.5
320,14.79,2.54,2.5,-5.0,-24.51,-8.85,0.0,-8.8,1032.71,-6.5,0.04,0.54,0.56,0.64,0.64,5.15,32.5,21.61,23.73,24.17,-9.42,895.95,-25.26,-12.94,-7.01,-2.36,-1.05,9.3,1.89,26.8,9.4,2.3,0.9,1.2,-10.5
321,15.68,2.9,2.9,-4.75,-24.68,-10.28,0.0,-10.24,1034.54,-8.85,0.06,0.32,0.57,0.8,0.8,8.21,17.0,25.46,30.17,30.19,-10.83,896.84,-26.29,-13.2,-8.32,-3.88,-2.53,0.0,1.89,26.1,7.8,2.1,0.3,0.6,-10.8
322,14.79,2.58,2.6,-3.93,-26.17,-11.2,0.0,-11.19,1035.42,-10.28,0.05,0.35,0.54,0.73,0.73,9.0,20.17,24.18,30.07,30.07,-11.78,897.16,-27.38,-13.46,-9.19,-5.03,-3.66,0.0,1.89,25.5,8.6,1.4,0.4,0.7,-9.7
323,12.5,2.53,2.5,-3.44,-27.98,-11.68,0.0,-11.71,1035.82,-11.22,0.06,0.15,0.55,0.66,0.66,10.16,9.0,24.44,29.98,30.31,-12.35,897.28,-27.88,-13.97,-9.34,-5.71,-4.33,0.0,1.89,25.6,8.1,1.5,0.8,1.1,-8.8
324,11.16,2.36,2.4,-2.87,-30.11,-9.94,0.0,-11.71,1036.98,-10.27,0.05,0.13,0.54,0.63,0.63,7.5,7.5,22.1,27.3,27.52,-10.31,898.06,-27.4,-13.93,-8.56,-5.95,-4.56,0.0,1.89,23.8,7.8,1.1,1.0,1.2,-8.1
325,0.0,0.81,0.8,1.33,-7.53,1.14,0.0,0.0,1021.43,0.0,0.53,1.49,3.14,2.85,2.85,54.5,38.0,53.0,63.5,62.0,-6.35,889.28,-23.14,-4.13,3.49,7.32,8.66,2.89,0.0,11.3,6.5,-0.6,-1.4,-1.2,-10.0
326,5.21,1.15,1.1,0.77,-5.65,-1.02,0.0,-1.54,1023.22,1.14,0.57,1.46,3.56,3.09,3.09,58.5,37.0,68.0,71.5,71.0,-5.22,890.26,-23.09,-4.01,2.23,5.77,7.11,2.11,0.0,7.8,7.9,0.7,-0.9,-0.7,-9.8
327,5.75,1.52,1.5,0.58,-5.17,-0.62,0.23,-1.39,1022.76,-0.21,0.7,1.35,3.49,3.17,3.17,73.5,33.5,68.5,78.0,77.5,-4.55,890.11,-23.07,-3.85,1.94,5.96,7.28,8.2,0.0,7.8,8.2,2.2,0.0,0.1,-9.4
328,5.74,1.29,1.3,0.38,-5.06,-0.48,1.09,-0.81,1022.47,-0.2,0.75,1.55,3.22,3.14,3.14,79.5,39.5,65.5,75.19,74.92,-3.95,889.88,-23.01,-4.24,1.53,5.51,6.84,1.17,0.0,6.6,7.6,2.7,0.0,0.2,-9.7
329,5.58,1.52,1.5,0.09,-4.56,-0.12,1.56,-1.18,1023.09,-0.2,0.66,1.51,3.41,3.17,3.17,66.0,38.72,70.0,74.86,75.05,-1.04,890.56,-22.46,-4.32,1.37,5.5,6.82,1.95,0.0,5.0,7.2,3.2,0.5,0.7,-9.5
330,8.32,1.95,2.0,1.68,-3.0,4.74,0.16,-0.13,1022.64,4.6,0.26,1.4,3.91,3.98,3.98,23.0,38.14,76.57,67.5,67.03,6.64,890.88,-21.18,-4.91,1.73,6.4,7.85,9.38,0.0,6.4,7.7,3.7,2.0,2.0,-4.7
331,8.95,1.9,1.9,1.58,-2.65,5.43,0.0,4.74,1019.32,5.8,0.2,1.19,4.05,4.17,4.17,17.0,31.48,73.66,66.22,65.95,7.03,888.84,-21.09,-4.61,2.85,7.51,9.02,1.33,0.0,14.2,8.9,3.6,2.1,2.1,-3.8
332,7.98,1.79,1.8,-0.16,-2.13,-0.02,0.08,0.24,1020.13,5.42,0.16,1.44,3.98,4.3,4.3,14.5,41.19,73.1,80.82,80.14,-2.89,889.28,-21.48,-5.54,3.16,7.49,8.87,9.84,0.0,14.0,8.6,3.7,1.4,1.6,-6.8
333,6.79,1.97,2.0,-1.25,-2.44,-0.79,7.58,-0.85,1022.12,0.01,0.53,2.49,4.07,4.03,4.03,51.0,73.0,75.5,79.15,78.57,-1.79,890.64,-22.26,-5.9,2.51,7.6,9.0,9.92,0.0,14.2,6.7,5.0,1.5,1.5,-7.2
334,6.45,1.35,1.4,-2.06,-3.19,-1.25,9.77,-1.26,1025.3,-0.16,0.8,2.97,3.86,4.04,4.04,77.54,92.5,87.0,84.52,83.91,-1.28,891.92,-22.24,-6.71,0.08,4.86,6.27,9.84,0.12,17.1,8.4,-0.8,-0.9,-1.0,-8.0
335,7.6,1.55,1.5,-2.49,-5.99,-2.54,10.0,-2.5,1026.28,-1.24,0.33,2.97,3.48,3.57,3.57,34.85,96.64,82.0,79.25,79.22,-2.36,892.37,-22.87,-7.18,-0.77,3.59,5.01,10.0,0.31,18.3,11.5,0.1,-0.3,-0.3,-8.5
336,9.69,2.13,2.1,-2.88,-7.83,-4.05,9.45,-4.07,1026.95,-2.54,0.48,2.8,3.18,3.21,3.21,53.6,97.26,80.05,74.26,73.43,-3.76,892.57,-23.65,-7.94,-1.59,2.24,3.72,9.61,0.35,17.5,10.5,1.2,0.2,0.2,-10.6
337,9.9,1.54,1.5,-3.46,-11.55,-5.0,2.66,-4.99,1029.43,-4.05,0.62,2.46,2.47,2.75,2.74,67.93,91.77,70.0,66.02,66.14,-4.55,894.16,-23.47,-8.87,-3.14,1.15,2.64,9.84,0.37,17.7,12.1,-0.2,-0.4,-0.4,-11.6
338,10.18,1.25,1.3,-2.81,-15.15,-2.41,1.48,-5.09,1029.44,-2.52,0.66,2.37,2.0,2.06,2.06,71.0,97.5,53.14,46.37,45.62,-0.27,894.76,-23.28,-9.82,-2.6,2.24,3.76,9.84,0.37,20.8,10.6,0.3,0.1,0.2,-7.4
339,10.15,1.61,1.6,-3.18,-14.71,-3.31,0.0,-3.25,1027.55,-1.97,0.74,1.89,1.64,1.69,1.68,96.23,82.56,44.8,38.5,38.21,-2.04,893.37,-25.11,-10.57,-2.28,2.57,4.08,9.84,0.47,19.0,12.8,1.2,1.0,1.0,-5.5
340,10.18,1.53,1.5,-2.9,-16.3,-5.42,0.0,-5.28,1029.04,-3.2,0.6,1.24,1.34,1.45,1.45,80.0,62.0,40.39,37.28,36.85,-5.63,894.38,-25.54,-11.7,-3.97,0.97,2.39,5.55,0.49,25.7,11.3,1.2,1.1,1.3,-8.5
341,12.4,2.05,2.0,-4.34,-25.34,-8.86,0.0,-8.8,1032.69,-5.42,0.04,0.33,0.49,0.61,0.61,6.66,19.56,18.33,19.76,19.68,-9.25,896.15,-26.38,-13.04,-6.44,-2.26,-0.97,0.0,0.49,25.5,8.6,1.1,0.1,0.4,-10.5
342,12.62,1.97,2.0,-3.27,-25.11,-9.97,0.0,-9.95,1034.68,-8.85,0.07,0.29,0.57,0.68,0.69,9.79,16.5,24.5,24.5,24.5,-10.38,897.19,-26.88,-13.37,-7.93,-3.48,-2.17,0.0,0.49,25.0,8.3,0.7,0.0,0.4,-10.8
343,10.33,2.01,2.0,-3.0,-26.33,-10.53,0.0,-10.52,1035.21,-9.97,0.07,0.39,0.51,0.69,0.69,11.5,23.5,22.76,26.75,26.75,-11.0,897.33,-28.06,-13.73,-8.43,-4.38,-3.05,0.0,0.49,24.2,8.9,1.6,0.8,1.2,-9.7
344,10.23,2.15,2.2,-2.89,-27.01,-11.13,0.0,-11.11,1035.02,-10.53,0.06,0.44,0.48,0.75,0.75,11.5,25.8,22.79,31.35,31.06,-11.7,896.87,-28.49,-13.82,-9.28,-5.14,-3.84,0.0,0.49,25.0,9.7,2.0,1.0,1.4,-8.8
345,10.97,2.39,2.4,-3.14,-27.68,-10.22,0.0,-11.28,1036.35,-10.47,0.06,0.43,0.39,0.59,0.59,11.0,25.56,17.4,24.15,24.63,-9.95,897.65,-28.71,-13.76,-8.57,-5.55,-4.2,0.0,0.49,22.9,10.1,3.5,1.1,1.4,-8.1
346,11.09,1.75,1.8,-2.72,-30.54,-4.57,0.0,-10.22,1032.9,-4.73,0.03,0.42,0.36,0.36,0.37,5.0,23.5,12.79,9.5,9.72,-1.67,896.71,-27.14,-13.09,-5.89,-0.95,0.49,0.39,0.49,22.0,9.9,3.0,1.9,2.1,-3.0
347,10.28,2.53,2.5,-2.02,-26.99,-3.13,0.0,-4.57,1029.12,-2.98,0.03,0.36,0.48,0.49,0.49,4.0,19.29,14.26,12.0,12.02,-0.99,894.53,-25.42,-12.64,-3.9,0.96,2.46,10.0,0.49,22.2,9.3,5.0,3.1,3.2,-1.8
348,9.82,2.19,2.2,-1.13,-24.58,-6.83,0.0,-6.56,1029.4,-3.13,0.04,0.23,0.62,0.67,0.67,4.5,11.46,20.71,20.67,20.12,-8.1,894.08,-24.08,-11.86,-4.96,-0.22,1.2,9.92,0.49,22.3,8.8,5.0,1.9,1.9,-5.0
349,8.16,2.52,2.5,-1.06,-24.04,-8.3,0.0,-8.3,1029.91,-6.82,0.05,0.16,0.63,0.75,0.75,5.1,7.31,21.26,24.87,24.69,-9.7,894.12,-22.13,-11.28,-5.04,-0.33,0.83,0.86,0.49,24.8,5.9,6.1,1.7,1.8,-6.9
350,0.0,1.44,1.4,0.12,-5.53,-0.23,1.41,0.0,1023.48,0.0,0.69,1.48,3.12,2.97,2.97,73.5,37.5,65.0,72.03,72.31,-1.34,890.69,-23.01,-4.12,1.2,5.35,6.66,2.66,0.0,6.3,6.3,3.2,0.5,0.7,-9.5
351,8.33,2.06,2.1,1.55,-5.27,5.05,0.23,-0.25,1022.72,4.89,0.35,1.27,3.4,3.41,3.41,31.0,34.0,65.0,56.57,56.56,7.13,890.92,-21.56,-4.66,1.81,6.47,7.88,6.25,0.0,7.9,7.6,4.2,2.2,2.3,-4.7
352,8.8,1.43,1.4,1.6,-5.22,5.69,0.08,5.05,1018.94,6.14,0.18,1.0,3.34,3.42,3.42,15.0,26.5,60.54,55.58,55.68,7.35,888.41,-20.86,-4.68,2.67,7.09,8.56,9.06,0.0,14.8,8.0,4.1,2.4,2.4,-3.8
353,6.99,1.62,1.6,-0.19,-4.82,-0.83,0.08,-0.56,1020.55,5.7,0.14,1.34,3.29,3.63,3.63,12.0,39.0,63.0,76.15,75.27,-4.35,889.5,-21.4,-5.97,2.85,6.95,8.34,9.92,0.0,13.9,8.9,4.1,1.4,1.5,-6.8
